omegaT,zeta,re,im
0.5235987755982988,0.1665832916458229,0.7970199992586549,0.4524175647419798
0.5235987755982988,0.16708354177088544,0.7968313079237802,0.452263763347296
0.5235987755982988,0.16758379189594796,0.7966427210024041,0.45210990167986664
0.5235987755982988,0.1680840420210105,0.7964542384384042,0.45195597977426033
0.5235987755982988,0.168584292146073,0.7962658601756881,0.4518019976649197
0.5235987755982988,0.16908454227113556,0.7960775861581934,0.451647955386162
0.5235987755982988,0.1695847923961981,0.795889416329887,0.4514938529721786
0.5235987755982988,0.1700850425212606,0.7957013506347658,0.4513396904570355
0.5235987755982988,0.17058529264632316,0.7955133890168566,0.4511854678746732
0.5235987755982988,0.17108554277138568,0.795325531420216,0.45103118525890606
0.5235987755982988,0.1715857928964482,0.7951377777889301,0.4508768426434236
0.5235987755982988,0.17208604302151073,0.7949501280671148,0.4507224400617893
0.5235987755982988,0.17258629314657328,0.794762582198916,0.4505679775474414
0.5235987755982988,0.1730865432716358,0.7945751401285089,0.45041345513369224
0.5235987755982988,0.17358679339669833,0.7943878018000986,0.450258872853729
0.5235987755982988,0.17408704352176088,0.7942005671579196,0.45010423074061334
0.5235987755982988,0.1745872936468234,0.7940134361462368,0.4499495288272811
0.5235987755982988,0.17508754377188593,0.7938264087093437,0.4497947671465429
0.5235987755982988,0.17558779389694845,0.7936394847915642,0.44963994573108373
0.5235987755982988,0.176088044022011,0.7934526643372515,0.44948506461346327
0.5235987755982988,0.17658829414707353,0.7932659472907883,0.4493301238261156
0.5235987755982988,0.17708854427213605,0.793079333596587,0.4491751234013494
0.5235987755982988,0.17758879439719857,0.7928928231990896,0.4490200633713479
0.5235987755982988,0.17808904452226113,0.7927064160427676,0.4488649437681688
0.5235987755982988,0.17858929464732365,0.792520112072122,0.4487097646237447
0.5235987755982988,0.17908954477238617,0.7923339112316836,0.4485545259698821
0.5235987755982988,0.17958979489744872,0.7921478134660118,0.4483992278382627
0.5235987755982988,0.18009004502251125,0.7919618187196968,0.44824387026044266
0.5235987755982988,0.18059029514757377,0.7917759269373571,0.4480884532678524
0.5235987755982988,0.1810905452726363,0.7915901380636412,0.44793297689179734
0.5235987755982988,0.18159079539769885,0.791404452043227,0.4477774411634571
0.5235987755982988,0.18209104552276137,0.7912188688208218,0.44762184611388633
0.5235987755982988,0.1825912956478239,0.7910333883411621,0.44746619177401376
0.5235987755982988,0.18309154577288644,0.7908480105490141,0.4473104781746432
0.5235987755982988,0.18359179589794897,0.7906627353891733,0.44715470534645263
0.5235987755982988,0.1840920460230115,0.7904775628064642,0.44699887331999505
0.5235987755982988,0.18459229614807401,0.7902924927457412,0.4468429821256978
0.5235987755982988,0.18509254627313657,0.7901075251518874,0.44668703179386277
0.5235987755982988,0.1855927963981991,0.7899226599698159,0.44653102235466674
0.5235987755982988,0.1860930465232616,0.7897378971444685,0.4463749538381607
0.5235987755982988,0.18659329664832414,0.7895532366208166,0.44621882627427056
0.5235987755982988,0.1870935467733867,0.7893686783438608,0.44606263969279664
0.5235987755982988,0.1875937968984492,0.7891842222586307,0.44590639412341404
0.5235987755982988,0.18809404702351173,0.7889998683101856,0.44575008959567214
0.5235987755982988,0.18859429714857429,0.7888156164436138,0.44559372613899506
0.5235987755982988,0.1890945472736368,0.7886314666040326,0.4454373037826817
0.5235987755982988,0.18959479739869933,0.7884474187365886,0.4452808225559053
0.5235987755982988,0.19009504752376186,0.7882634727864578,0.44512428248771385
0.5235987755982988,0.1905952976488244,0.7880796286988451,0.4449676836070297
0.5235987755982988,0.19109554777388693,0.7878958864189846,0.44481102594264965
