theta,re,im
-1.740407300454917,-0.028379916087978265,2.570126325371979
-1.7372656292595474,-0.023484251493751593,2.5505206801804414
-1.7341239580641776,-0.018675960654217352,2.5312573373235914
-1.7309822868688078,-0.013952773321873838,2.512327498604781
-1.7278406156734383,-0.009312497116100722,2.49372266779844
-1.7246989444780687,-0.004753014214436219,2.475434637824313
-1.721557273282699,-0.00027227821113666185,2.4574554785702047
-1.7184156020873291,0.004131688866757753,2.4397775253252636
-1.7152739308919596,0.008460799395001268,2.4223933677884193
-1.71213225969659,0.012716902847886492,2.4052958396188684
-1.7089905885012202,0.016901788362141786,2.388478008497687
-1.7058489173058504,0.021017187176437073,2.3719331666716506
-1.7027072461104809,0.02506477495349501,2.3556548219521574
-1.6995655749151113,0.02904617399132971,2.3396366891439384
-1.6964239037197415,0.032962955329753234,2.3238726818797915
-1.6932822325243717,0.03681664075788403,2.3083569048390826
-1.6901405613290021,0.04060870472804788,2.2930836463291318
-1.6869988901336326,0.0443405761811202,2.2780473712098943
-1.6838572189382628,0.04801364028805797,2.2632427141435687
-1.680715547742893,0.05162924011207212,2.248664473151834
-1.6775738765475234,0.05518867819563069,2.23430760346449
-1.6744322053521539,0.058693218076230354,2.220167211644262
-1.671290534156784,0.06214408573463042,2.2062385499733836
-1.6681488629614143,0.06554247097904897,2.192517011088493
-1.6650071917660447,0.06888952876858226,2.178998122851082
-1.6618655205706752,0.07218638047895387,2.1656775434415554
-1.6587238493753054,0.07543411511349686,2.1525510566655957
-1.6555821781799356,0.07863379046211073,2.1396145674622065
-1.652440506984566,0.08178643421079311,2.1268640976033892
-1.6492988357891964,0.08489304500417322,2.114295781575987
-1.6461571645938267,0.08795459346336755,2.101905862636764
-1.6430154933984569,0.09097202316132365,2.0896906890322855
-1.6398738222030873,0.09394625155771555,2.0776467103756047
-1.6367321510077177,0.09687817089532925,2.0657704741722442
-1.633590479812348,0.09976864905978473,2.05405862248834
-1.6304488086169782,0.10261853040431784,2.042507888754204
-1.6273071374216086,0.10542863654128362,2.031115094696947
-1.624165466226239,0.10819976710192687,2.019877147396094
-1.6210237950308692,0.11093270046589723,2.0087910364565285
-1.6178821238354995,0.11362819446190286,1.9978538312932979
-1.6147404526401299,0.11628698704083155,1.9870626785231962
-1.6115987814447603,0.11890979692258871,1.9764147994582293
-1.6084571102493905,0.12149732421784226,1.9659074876963738
-1.6053154390540207,0.12405025102580282,1.9555381068052444
-1.6021737678586512,0.12656924200911315,1.945304088094528
-1.5990320966632816,0.12905494494685688,1.935202928473226
-1.5958904254679118,0.13150799126665985,1.9252321883879944
