branch,sign,K,re,im,mag
0,neg,-0.060020006668889625,-0.48768444523114185,0.8185450447802378,0.9528127352500533
0,neg,-0.0800266755585195,-0.4838896688336185,0.8024029221220332,0.9370163611345784
0,neg,-0.10003334444814937,-0.48025222927347994,0.7860994841306024,0.9211919467041308
0,neg,-0.12004001333777925,-0.4767729844281535,0.7696317848082008,0.9053427874940989
0,neg,-0.14004668222740912,-0.47345249131019307,0.7529962323926174,0.8894720836121306
0,neg,-0.160053351117039,-0.4702909949000825,0.7361884692259255,0.8735828993892457
0,neg,-0.18006002000666887,-0.4672884195430608,0.7192032337590221,0.8576781205606717
0,neg,-0.20006668889629875,-0.46444436313784043,0.7020342014794657,0.8417604092005191
0,neg,-0.22007335778592862,-0.46175809429379044,0.6846738006478355,0.8258321566392198
0,neg,-0.2400800266755585,-0.4592285525743096,0.6671129975157687,0.8098954345802731
0,neg,-0.2600866955651884,-0.45685435187972534,0.649341044061946,0.7939519446004916
0,neg,-0.28009336445481825,-0.45463378695540474,0.6313451790561124,0.7780029661632448
0,neg,-0.3001000333444481,-0.4525648429424592,0.6131102702060621,0.762049303194802
0,neg,-0.320106702234078,-0.45064520782204986,0.5946183809032619,0.7460912291677173
0,neg,-0.3401133711237079,-0.4488722875425116,0.575848239122798,0.7301284305000555
0,neg,-0.36012004001333775,-0.44724322356359403,0.5567745775256119,0.7141599479124957
0,neg,-0.3801267089029676,-0.44575491250606525,0.5373673014534349,0.6981841151835501
0,neg,-0.4001333777925975,-0.44440402755927566,0.5175904232007735,0.682198494501462
0,neg,-0.4201400466822274,-0.44318704127494274,0.49740067322305975,0.6661998073226912
0,neg,-0.44014671557185725,-0.4421002493627879,0.47674565588877743,0.6501838593009364
0,neg,-0.4601533844614871,-0.44113979510255064,0.455561348622778,0.6341454574323817
0,neg,-0.480160053351117,-0.44030169399660696,0.43376862988457426,0.6180783170506975
0,neg,-0.5001667222407469,-0.43958185830673663,0.4112683273721609,0.601974955668339
0,neg,-0.5201733911303767,-0.43897612114612117,0.3879339312454054,0.5858265698549434
0,neg,-0.5401800600200066,-0.43848025983160244,0.36360046603215807,0.5696228903062026
0,neg,-0.5601867289096365,-0.4380900182398808,0.33804671521758467,0.5533520088974268
0,neg,-0.5801933977992664,-0.4378011279528172,0.3109651984163474,0.5370001697047007
0,neg,-0.6002000666888962,-0.4376093280196363,0.2819077052164509,0.5205515135221519
0,neg,-0.6202067355785261,-0.4375103832061002,0.2501765953399361,0.503987762023078
0,neg,-0.640213404468156,-0.43750010064131284,0.21457652332229224,0.48728782297759204
0,neg,-0.6602200733577859,-0.4375743448106191,0.17271516743412138,0.47042729119199617
0,neg,-0.6802267422474157,-0.43772905087741926,0.11808774981483891,0.453377810041888
0,neg,-0.7002334111370456,-0.3977046455474125,0.0,0.3977046455474125
0,neg,-0.7202400800266755,-0.3083737001945602,0.0,0.3083737001945602
0,neg,-0.7402467489163054,-0.26026983955235683,0.0,0.26026983955235683
0,neg,-0.7602534178059352,-0.22353611954265498,0.0,0.22353611954265498
0,neg,-0.7802600866955651,-0.1929885541060624,0.0,0.1929885541060624
0,neg,-0.800266755585195,-0.1665184897304443,0.0,0.1665184897304443
